Tag1,Tag2,OERatio,Count1,Count2,Count12,CountAll
"focus","low-light","2.64596863614763","107","59","3","5568"
"equipment-recommendation","zoom","2.62270372114932","579","88","24","5568"
"color","photoshop","2.60534759358289","88","170","7","5568"
"digital-photography","photoshop","2.58575851393189","114","170","9","5568"
"focus","landscape","2.55921556611","107","61","3","5568"
"lightroom","post-processing","2.53192185965295","238","231","25","5568"
"focal-length","shutter-speed","2.50472334682861","78","57","2","5568"
"depth-of-field","technique","2.50059880239521","80","167","6","5568"
"nikon","telephoto","2.49395323837678","366","61","10","5568"
"focus","technique","2.49280877497342","107","167","8","5568"
"post-processing","software","2.48759070111383","231","281","29","5568"
"autofocus","video","2.48294314381271","138","65","4","5568"
"dslr","sensor","2.48054648054648","222","91","9","5568"
"metering","terminology","2.47100591715976","52","130","3","5568"
"aperture","lens","2.44747252747253","130","735","42","5568"
"image-quality","optics","2.44210526315789","95","72","3","5568"
"exposure","low-light","2.43542919628212","155","59","4","5568"
"pentax","zoom","2.43356643356643","52","88","2","5568"
"depth-of-field","portrait","2.41666666666667","80","144","5","5568"
"focus","terminology","2.40172537742631","107","130","6","5568"
"photo-editing","workflow","2.40172537742631","107","65","3","5568"
"canon","lens","2.39056611983813","469","735","148","5568"
"film","iso","2.38765008576329","106","66","3","5568"
"depth-of-field","point-and-shoot","2.37272727272727","80","88","3","5568"
"lens","macro","2.36734693877551","735","144","45","5568"
"focus","point-and-shoot","2.36533559898046","107","88","4","5568"
"camera-basics","depth-of-field","2.34606741573034","89","80","3","5568"
"hdr","post-processing","2.33263510682866","62","231","6","5568"
"photoshop","software","2.33117019049613","170","281","20","5568"
"photo-editing","white-balance","2.33003208257777","107","67","3","5568"
"exposure","hdr","2.31758584807492","155","62","4","5568"
"autofocus","nikon","2.31503920171062","138","366","21","5568"
"depth-of-field","nikon-d90","2.28196721311475","80","61","2","5568"
"nikon-d90","tripod","2.28196721311475","61","80","2","5568"
"hdr","raw","2.27358105349122","62","158","4","5568"
"digital-photography","video","2.25425101214575","114","65","3","5568"
"image-quality","pentax","2.25425101214575","95","52","2","5568"
"macro","pentax","2.23076923076923","144","52","3","5568"
"equipment-recommendation","lens","2.22424306510169","579","735","170","5568"
"lightroom","raw","2.22104031486012","238","158","15","5568"
"digital-photography","iso","2.2200956937799","114","66","3","5568"
"equipment-recommendation","prime","2.2192108409725","579","52","12","5568"
"photoshop","printing","2.20806345009914","170","89","6","5568"
"metadata","white-balance","2.20631356491877","113","67","3","5568"
"composition","image-quality","2.19789473684211","80","95","3","5568"
"macro","point-and-shoot","2.1969696969697","144","88","5","5568"
"camera-basics","digital-photography","2.19515079834418","89","114","4","5568"
"body","memory-card","2.18352941176471","51","50","1","5568"
"printing","web","2.15730337078652","89","58","2","5568"
"canon","equipment-recommendation","2.15296574124198","469","579","105","5568"
"hdr","technique","2.15105273324319","62","167","4","5568"
"lighting","technique","2.14572834528962","202","167","13","5568"
"memory-card","pentax","2.14153846153846","50","52","1","5568"
"depth-of-field","terminology","2.14153846153846","80","130","4","5568"
"canon","telephoto","2.14086476283687","469","61","11","5568"
"canon-550d","hdr","2.13824884792627","84","62","2","5568"
"color","printing","2.13278855975485","88","89","3","5568"
"camera-basics","zoom","2.13278855975485","89","88","3","5568"
"sensor","troubleshooting","2.12823698041089","91","115","4","5568"
"flash","low-light","2.12551534585433","222","59","5","5568"
"apple-aperture","color-management","2.1219512195122","64","82","2","5568"
"hdr","photoshop","2.11309297912713","62","170","4","5568"
"telephoto","terminology","2.10643127364439","61","130","3","5568"
"lighting","macro","2.10561056105611","202","144","11","5568"
"lens","sharpness","2.10430839002268","735","54","15","5568"
"business","film","2.1011320754717","50","106","2","5568"
"body","metering","2.09954751131222","51","52","1","5568"
"lens","terminology","2.09783359497645","735","130","36","5568"
"color-management","workflow","2.08930581613508","82","65","2","5568"
"composition","technique","2.08383233532934","80","167","5","5568"
"filters","landscape","2.07451564828614","132","61","3","5568"
"color","jpeg","2.07451564828614","88","61","2","5568"
"landscape","point-and-shoot","2.07451564828614","61","88","2","5568"
"composition","lighting","2.06732673267327","80","202","6","5568"
"camera-basics","sensor","2.0624768489937","89","91","3","5568"
"metering","pentax","2.05917159763314","52","52","1","5568"
"pentax","prime","2.05917159763314","52","52","1","5568"
"software","web","2.04982206405694","281","58","6","5568"
"apple-aperture","photoshop","2.04705882352941","64","170","4","5568"
"canon-550d","video","2.03956043956044","84","65","2","5568"
"lens","nikon","2.02841530054645","735","366","98","5568"
"memory-card","travel","2.02472727272727","50","55","1","5568"
"nikon-d90","sensor","2.00612502251847","61","91","2","5568"
"focus","prime","2.00143781452193","107","52","2","5568"
"focus","pentax","2.00143781452193","107","52","2","5568"
