Tag1,Tag2,OERatio,Count1,Count2,Count12,CountAll
"notation","soft-question","2.54085752951402","679","937","28","57734"
"algebraic-number-theory","ring-theory","2.50831267233589","419","824","15","57734"
"analysis","functional-analysis","2.47362895128622","1699","1360","99","57734"
"analysis","inequality","2.43967341271638","1699","780","56","57734"
"polynomials","ring-theory","2.43501295223998","892","824","31","57734"
"pde","reference-request","2.37153058645096","430","1472","26","57734"
"multivariable-calculus","pde","2.34378008467204","802","430","14","57734"
"differential-equations","special-functions","2.33704936082708","1182","418","20","57734"
"algorithms","number-theory","2.32986279257466","996","2065","83","57734"
"elementary-set-theory","terminology","2.31443853942365","897","584","21","57734"
"fourier-analysis","special-functions","2.31055121751659","538","418","9","57734"
"analysis","multivariable-calculus","2.28800864231417","1699","802","54","57734"
"analysis","convergence","2.28643572239164","1699","431","29","57734"
"integral","trigonometry","2.26930355047196","1334","1068","56","57734"
"numerical-methods","polynomials","2.25127705205693","575","892","20","57734"
"matrices","numerical-methods","2.24610483150202","1654","575","37","57734"
"elementary-set-theory","logic","2.207893254716","897","962","33","57734"
"analysis","measure-theory","2.20078480561154","1699","1297","84","57734"
"analysis","sequences-and-series","2.19071489482002","1699","2032","131","57734"
"integration","trigonometry","2.16232209737828","650","1068","26","57734"
"category-theory","soft-question","2.15775157905228","514","937","18","57734"
"algebraic-number-theory","reference-request","2.15296837708831","419","1472","23","57734"
"analysis","pde","2.13370108271624","1699","430","27","57734"
"logic","notation","2.12128022437301","962","679","24","57734"
"computer-science","optimization","2.11941777867513","543","602","12","57734"
"abstract-algebra","category-theory","2.02033682958114","2891","514","52","57734"
"integration","real-analysis","2.01981895307649","650","3518","80","57734"
"algebraic-topology","differential-geometry","2.01786171457431","1091","1049","40","57734"
"algebra-precalculus","functions","2.0164122240669","2085","975","71","57734"
"polynomials","special-functions","2.01295406269444","892","418","13","57734"
"arithmetic","notation","2.00065840769297","425","679","10","57734"
