Tag1,Tag2,OERatio,Count1,Count2,Count12,CountAll
"matlab","neural-networks","2.86824324324324","148","104","4","11037"
"dataset","survey","2.86511603758891","187","103","5","11037"
"clustering","data-mining","2.83779614325069","330","165","14","11037"
"sas","survival","2.83","130","120","4","11037"
"binomial","standard-deviation","2.81054239877769","132","119","4","11037"
"classification","data-mining","2.80510263929619","310","165","13","11037"
"mean","normal-distribution","2.77660377358491","120","265","8","11037"
"binomial","poisson","2.7640871525169","132","121","4","11037"
"anova","mixed-model","2.71888053467001","342","273","23","11037"
"books","data-mining","2.67563636363636","150","165","6","11037"
"multiple-regression","regression","2.67466375863322","131","1197","38","11037"
"confidence-interval","estimation","2.67277777777778","270","260","17","11037"
"classification","matlab","2.64618570183086","310","148","11","11037"
"multiple-comparisons","survey","2.61354487331281","123","103","3","11037"
"binomial","homework","2.61292613636364","132","288","9","11037"
"distributions","poisson","2.60149379060415","561","121","16","11037"
"generalized-linear-model","spss","2.57873831775701","140","214","7","11037"
"data-transformation","multiple-regression","2.57257735563196","131","131","4","11037"
"experiment-design","survey","2.57172815533981","125","103","3","11037"
"logistic-regression","stata","2.56163793103448","260","116","7","11037"
"categorical-data","generalized-linear-model","2.55960111317254","154","140","5","11037"
"data-transformation","normal-distribution","2.54345383839839","131","265","8","11037"
"nonparametric","spss","2.52463891248938","143","214","7","11037"
"binomial","normal-distribution","2.52418524871355","132","265","8","11037"
"chi-squared","hypothesis-testing","2.52022263450835","154","455","16","11037"
"estimation","sample-size","2.49705882352941","260","102","6","11037"
"categorical-data","logistic-regression","2.48084415584416","154","260","9","11037"
"experiment-design","repeated-measures","2.47558878504673","125","214","6","11037"
"binomial","sample-size","2.45922459893048","132","102","3","11037"
"bootstrap","variance","2.45659722222222","108","208","5","11037"
"categorical-data","model-selection","2.45441202632983","154","146","5","11037"
"estimation","variance","2.44903846153846","260","208","12","11037"
"normal-distribution","probability","2.43403577554521","265","462","27","11037"
"algorithms","clustering","2.43239669421488","110","330","8","11037"
"nonparametric","t-test","2.43092340730136","143","127","4","11037"
"chi-squared","distributions","2.42728661712619","154","561","19","11037"
"classification","predictive-models","2.41750298685783","310","162","11","11037"
"generalized-linear-model","multiple-regression","2.4071973827699","140","131","4","11037"
"logistic","multilevel-analysis","2.38706654170572","143","97","3","11037"
"distributions","normal-distribution","2.37570376349511","561","265","32","11037"
"logistic","sas","2.37482517482517","143","130","4","11037"
"hypothesis-testing","nonparametric","2.37482517482517","455","143","14","11037"
"mixed-model","r","2.36458121051559","273","2103","123","11037"
"binomial","probability","2.35276465958284","132","462","13","11037"
"categorical-data","spss","2.34430756159728","154","214","7","11037"
"multivariate-analysis","pca","2.32260101010101","189","176","7","11037"
"model-selection","multiple-regression","2.30827146293004","146","131","4","11037"
"hypothesis-testing","mathematical-statistics","2.30024630541872","455","116","11","11037"
"data-mining","model-selection","2.29078455790785","165","146","5","11037"
"poisson","survival","2.28037190082645","121","120","3","11037"
"predictive-models","survival","2.27098765432099","162","120","4","11037"
"dataset","neural-networks","2.27005347593583","187","104","4","11037"
"data-mining","modeling","2.26201141853316","165","207","7","11037"
"chi-squared","t-test","2.25728602106555","154","127","4","11037"
"generalized-linear-model","r","2.24923578561239","140","2103","60","11037"
"classification","logistic","2.24076246334311","310","143","9","11037"
"distributions","sampling","2.23777783409788","561","211","24","11037"
"predictive-models","time-series","2.23375834851245","162","732","24","11037"
"spss","stata","2.22305027392846","214","116","5","11037"
"logistic","regression","2.19229892914103","143","1197","34","11037"
"binomial","chi-squared","2.17178276269185","132","154","4","11037"
"cross-validation","modeling","2.16157461809636","148","207","6","11037"
"maximum-likelihood","normal-distribution","2.15426154847105","116","265","6","11037"
"experiment-design","multiple-comparisons","2.15356097560976","125","123","3","11037"
"cross-validation","neural-networks","2.15118243243243","148","104","3","11037"
"mean","repeated-measures","2.14894859813084","120","214","5","11037"
"estimation","standard-deviation","2.14033613445378","260","119","6","11037"
"experiment-design","modeling","2.13275362318841","125","207","5","11037"
"data-mining","multivariate-analysis","2.12352092352092","165","189","6","11037"
"matlab","pca","2.11858875921376","148","176","5","11037"
"sample-size","statistical-significance","2.10790679908327","102","308","6","11037"
"estimation","optimization","2.10148514851485","260","101","5","11037"
"experiment-design","sampling","2.09232227488152","125","211","5","11037"
"mean","statistical-significance","2.09034090909091","120","308","7","11037"
"binomial","distributions","2.08661481121374","132","561","14","11037"
"cross-validation","logistic","2.08599508599509","148","143","4","11037"
"experiment-design","t-test","2.08573228346457","125","127","3","11037"
"multiple-regression","predictive-models","2.08029403449251","131","162","4","11037"
"clustering","multilevel-analysis","2.06879100281162","330","97","6","11037"
"pca","spss","2.05126911639762","176","214","7","11037"
"chi-squared","generalized-linear-model","2.04768089053803","154","140","4","11037"
"algorithms","machine-learning","2.04447135936164","110","638","13","11037"
"generalized-linear-model","maximum-likelihood","2.03885467980296","140","116","3","11037"
"categorical-data","pca","2.03604634002361","154","176","5","11037"
"model-selection","regression","2.0209427678786","146","1197","32","11037"
"correlation","statistical-significance","2.01411235134889","427","308","24","11037"
