Tag1,Tag2,OERatio,Count1,Count2,Count12,CountAll
"heat","homework","2.25988700564972","144","590","20","9600"
"string-theory","theory","2.25749559082892","315","81","6","9600"
"energy-conservation","homework","2.21879815100154","110","590","15","9600"
"cosmology","theory","2.21116639027087","268","81","5","9600"
"electromagnetic-radiation","heat","2.20994475138122","181","144","6","9600"
"reference-request","statistical-mechanics","2.20930901559174","191","182","8","9600"
"nuclear-physics","particle-physics","2.20137585991245","130","369","11","9600"
"angular-momentum","planets","2.20132997019032","98","89","2","9600"
"energy","rotational-dynamics","2.19679633867277","285","92","6","9600"
"fluid-dynamics","reference-request","2.18529478716139","253","191","11","9600"
"condensed-matter","reference-request","2.18529478716139","138","191","6","9600"
"electromagnetism","photons","2.1608643457383","595","112","15","9600"
"mass","quantum-electrodynamics","2.13096559378468","106","85","2","9600"
"gravity","quantum-gravity","2.12506917542889","417","130","12","9600"
"supersymmetry","theory","2.11640211640212","112","81","2","9600"
"energy-conservation","kinematics","2.11143695014663","110","124","3","9600"
"electromagnetism","quantum-electrodynamics","2.08798813643104","595","85","11","9600"
"particle-physics","quantum-field-theory","2.08641038947214","369","611","49","9600"
"standard-model","string-theory","2.07792207792208","88","315","6","9600"
"friction","water","2.05964385325038","79","118","2","9600"
"energy","homework","2.05530776092774","285","590","36","9600"
"energy-conservation","space","2.05347593582888","110","85","2","9600"
"spacetime","theory","2.02595758151314","117","81","2","9600"
"energy-conservation","nuclear-physics","2.01398601398601","110","130","3","9600"
"mathematical-physics","statistical-mechanics","2.01325392165087","262","182","10","9600"
"black-holes","speed-of-light","2.00677285839709","201","119","5","9600"
