Tag1,Tag2,OERatio,Count1,Count2,Count12,CountAll
"3d","math","32.1945256007101","4902","12032","392","4844033"
"android-intent","android-layout","32.0791107189986","8501","14761","831","4844033"
"memory","memory-leaks","31.9884637394288","10617","6019","422","4844033"
"binding","datagrid","31.9844195957218","7372","6081","296","4844033"
"activerecord","ruby-on-rails-3","31.9578651757136","10247","42069","2844","4844033"
"authentication","devise","31.7505071731612","12158","4392","350","4844033"
".net-3.5",".net-4.0","31.7271333540118","4869","6585","210","4844033"
"image-processing","matlab","31.667886050166","9366","17671","1082","4844033"
"data-binding","listbox","31.6626588324833","9485","3984","247","4844033"
"bash","unix","31.6439662518127","20983","13139","1801","4844033"
"foreach","for-loop","31.6421902868723","4568","6401","191","4844033"
"python-2.7","python-3.x","31.6321836828689","5813","5058","192","4844033"
"hibernate","spring","31.390312834452","23444","26823","4075","4844033"
"windows-phone-7","xna","31.3583143552274","16615","4379","471","4844033"
"flash","flex","31.3222660600034","23914","20468","3165","4844033"
"url","url-rewriting","31.2525949395341","13961","5329","480","4844033"
"algorithm","language-agnostic","31.2399619010489","28841","6043","1124","4844033"
"autocomplete","jquery-ui","31.2035581205701","5284","20918","712","4844033"
"activerecord","ruby-on-rails","31.1991459048751","10247","111306","7346","4844033"
"encryption","security","31.1878382077234","8332","20207","1084","4844033"
"nhibernate","orm","31.1592619355653","13655","6774","595","4844033"
"constructor","inheritance","31.1043827691022","5039","10508","340","4844033"
"bitmap","canvas","31.0539125133873","4571","7883","231","4844033"
"datatable","jsf","30.9266949513611","4363","14288","398","4844033"
"algorithm","graph","30.9141427095963","28841","6487","1194","4844033"
"amazon-s3","heroku","30.743896154507","4134","7394","194","4844033"
"android-listview","listview","30.7270012901153","4358","13493","373","4844033"
"java-ee","servlets","30.7064129660463","13152","11131","928","4844033"
"mongodb","node.js","30.6889560548932","15505","20798","2043","4844033"
"nginx","url-rewriting","30.6045454399999","4574","5329","154","4844033"
"matrix","numpy","30.5293253474619","5460","5318","183","4844033"
"awk","scripting","30.4232033142985","4058","5807","148","4844033"
"http","post","30.3709901221823","16499","10508","1087","4844033"
"content-management-system","drupal","30.3037055541677","4003","11820","296","4844033"
"sql-server","sql-server-2005","30.2760135675576","64741","15295","6189","4844033"
"selenium","xpath","30.248397371519","7191","8173","367","4844033"
"io","stream","30.2118915015171","4572","4068","116","4844033"
"apache","url-rewriting","30.0748506359238","24512","5329","811","4844033"
"applet","jar","29.9385041595194","4004","5132","127","4844033"
"methods","static","29.8894775941878","6877","5161","219","4844033"
"visual-studio","visual-studio-2008","29.8665162278156","26713","13831","2278","4844033"
"generics","reflection","29.8122823808509","12226","8705","655","4844033"
"datagrid","mvvm","29.8069200317726","6081","7964","298","4844033"
"casting","generics","29.7962456733353","5279","12226","397","4844033"
"batch","scripting","29.7422999392587","5413","5807","193","4844033"
"dictionary","list","29.6971493345398","6147","18628","702","4844033"
"compilation","gcc","29.6331923343092","4722","9970","288","4844033"
"canvas","svg","29.595410661387","7883","5170","249","4844033"
"service","web","29.5737906252784","7542","6385","294","4844033"
"silverlight","xaml","29.3703852632757","24386","15542","2298","4844033"
"model","mvc","29.2408939743886","5472","12594","416","4844033"
"listbox","windows-phone-7","29.1984846850538","3984","16615","399","4844033"
"assembly","gcc","29.1344136608525","8455","9970","507","4844033"
"animation","uiimageview","29.1138132311665","10984","3999","264","4844033"
"dialog","mfc","28.9261243766086","4507","5239","141","4844033"
"java-me","mobile","28.9023448687351","5376","10475","336","4844033"
"github","ssh","28.889683875227","5534","4969","164","4844033"
"datagrid","dojo","28.4976406224131","6081","4724","169","4844033"
"model","view","28.4802333516568","5472","7149","230","4844033"
"uiscrollview","uiwebview","28.4671689046968","4850","5368","153","4844033"
"login","session","28.4152603138673","6572","13670","527","4844033"
"inheritance","oop","28.3761186729267","10508","18195","1120","4844033"
"3d","matrix","28.2335664743253","4902","5460","156","4844033"
"rspec","ruby-on-rails","28.2291651794104","5106","111306","3312","4844033"
"batch","command-line","28.0971862429807","5413","6784","213","4844033"
"devise","rspec","28.0806595084036","4392","5106","130","4844033"
"url-rewriting","web-config","27.9948368651003","5329","3799","117","4844033"
"foreach","multidimensional-array","27.9109173946791","4568","5661","149","4844033"
"joomla","module","27.8145527286456","6788","4926","192","4844033"
"binding","combobox","27.8053922806695","7372","4939","209","4844033"
"iis","url-rewriting","27.6991796566046","11814","5329","360","4844033"
"ruby-on-rails","ruby-on-rails-3.1","27.6898138150808","111306","5042","3208","4844033"
"asp-classic","iis7","27.6518963876513","5913","6814","230","4844033"
"build","tfs","27.6448900428508","5493","5391","169","4844033"
"service","windows-services","27.6329103411829","7542","4207","181","4844033"
"delegates","events","27.5891403241044","4587","14775","386","4844033"
"mvvm","silverlight","27.5861059113588","7964","24386","1106","4844033"
"api","google","27.5439760428702","20879","13140","1560","4844033"
"asp.net-mvc","asp.net-mvc-4","27.5092654424919","56778","7927","2556","4844033"
"boost","stl","27.4607834720834","8925","5791","293","4844033"
"xcode","xcode4","27.3632378270582","52521","5548","1646","4844033"
"download","file","27.338016021803","3906","20459","451","4844033"
"seo","url","27.304827769633","3863","13961","304","4844033"
"active-directory","powershell","27.3047274551726","4048","9554","218","4844033"
"binding","data-binding","27.2948463047145","7372","9485","394","4844033"
"data-binding","datagrid","27.2946868132435","9485","6081","325","4844033"
"com","dll","27.1834457250719","6060","8410","286","4844033"
"count","join","27.183125701459","4050","9196","209","4844033"
"sql-server","sql-server-2008","27.169475078439","64741","25669","9321","4844033"
"combobox","extjs","27.134692515354","4939","9000","249","4844033"
"android-ndk","opengl-es","27.1211562864549","3926","6915","152","4844033"
"uiwebview","youtube","27.0717194485842","5368","4300","129","4844033"
"android-emulator","android-ndk","27.0342665304984","5066","3926","111","4844033"
"build","compilation","26.8926750020992","5493","4722","144","4844033"
"collections","generics","26.8758506252272","7032","12226","477","4844033"
"uiscrollview","uitableview","26.7982208403984","4850","14908","400","4844033"
"cakephp","model","26.7732399556435","13358","5472","404","4844033"
"nginx","proxy","26.7651120719857","4574","4669","118","4844033"
"algorithm","math","26.7596893962874","28841","12032","1917","4844033"
"command-line","shell","26.6649375214927","6784","15692","586","4844033"
"java-ee","jpa","26.6423883965392","13152","9912","717","4844033"
"sql-server-2008","ssis","26.6228369855164","25669","4494","634","4844033"
"iphone-sdk-4.0","xcode4","26.5832894712452","7390","5548","225","4844033"
"image","image-processing","26.4397919727673","31337","9366","1602","4844033"
"scripting","vbscript","26.3793843220643","5807","5439","172","4844033"
"bluetooth","java-me","26.291131245658","3907","5376","114","4844033"
"tfs","visual-studio-2012","26.250545062964","5391","5819","170","4844033"
"winapi","windows","26.0764985605031","15878","47359","4048","4844033"
"https","proxy","26.0734125756755","5332","4669","134","4844033"
"junit","selenium","26.0438581712976","5173","7191","200","4844033"
"fluent-nhibernate","orm","26.0255748473033","4094","6774","149","4844033"
"batch","windows","26.0006961694146","5413","47359","1376","4844033"
"replace","string","25.9228867330371","4389","37296","876","4844033"
"binding","listbox","25.8941756240916","7372","3984","157","4844033"
"authentication","oauth","25.8297249371658","12158","5553","360","4844033"
"join","select","25.8246610076692","9196","10729","526","4844033"
"functional-programming","lambda","25.8056650613706","3771","4480","90","4844033"
"floating-point","math","25.7894136945878","4012","12032","257","4844033"
"class","object","25.7547504427408","17872","11450","1088","4844033"
"stored-procedures","tsql","25.7346551514625","9544","19604","994","4844033"
"graph","tree","25.6682549688693","6487","4131","142","4844033"
"count","select","25.6401558485195","4050","10729","230","4844033"
"asp.net-mvc","asp.net-mvc-2","25.6137848759094","56778","8447","2536","4844033"
"gui","user-interface","25.5824496702274","11701","8075","499","4844033"
"content-management-system","open-source","25.5715099094791","4003","4259","90","4844033"
"listbox","wpf","25.5442595742588","3984","62497","1313","4844033"
"bitmap","graphics","25.5258853163224","4571","7805","188","4844033"
"jsp","spring-mvc","25.4895234115107","16936","9796","873","4844033"
"compilation","compiler","25.481939996703","4722","6562","163","4844033"
"http","proxy","25.4671660429299","16499","4669","405","4844033"
"active-directory","authentication","25.2951683149793","4048","12158","257","4844033"
"c++11","stl","25.2631688849678","5993","5791","181","4844033"
"download","ftp","25.2333310522707","3906","4669","95","4844033"
"heroku","postgresql","25.2328039570617","7394","16331","629","4844033"
"haskell","io","25.1489980535002","10785","4572","256","4844033"
"insert","triggers","25.1480624923019","4759","4857","120","4844033"
"curl","post","25.1365430358557","8271","10508","451","4844033"
"for-loop","if-statement","25.1082939192922","6401","7324","243","4844033"
"routing","symfony1","25.0899128755946","4227","3791","83","4844033"
"methods","parameters","25.0762881925413","6877","5646","201","4844033"
"uinavigationcontroller","uitableview","24.9888902909444","4460","14908","343","4844033"
"design","oop","24.9871139323618","11816","18195","1109","4844033"
"data-binding","datagridview","24.8818568104563","9485","5706","278","4844033"
"ruby-on-rails","ruby-on-rails-3","24.8256928311159","111306","42069","23998","4844033"
"spring","transactions","24.8229306604282","26823","4758","654","4844033"
"sql-server-2005","ssis","24.8065979076675","15295","4494","352","4844033"
"animation","uiview","24.7920803465328","10984","6973","392","4844033"
"class","constructor","24.6351412651862","17872","5039","458","4844033"
"google","google-maps-api-3","24.6140317027265","13140","7863","525","4844033"
"dll","linker","24.6124527178568","8410","4306","184","4844033"
"c++","c++11","24.6059638122659","192988","5993","5875","4844033"
"internationalization","unicode","24.5591807933977","4706","7167","171","4844033"
"math","matrix","24.55392136537","12032","5460","333","4844033"
"datagrid","silverlight-4.0","24.535779418018","6081","5292","163","4844033"
"encryption","hash","24.4617432990884","8332","6726","283","4844033"
"boost","c++11","24.452223392277","8925","5993","270","4844033"
"iframe","youtube","24.4414767525955","9679","4300","210","4844033"
"uiscrollview","uiviewcontroller","24.3987674886308","4850","5690","139","4844033"
"merge","tfs","24.3489450620917","4170","5391","113","4844033"
"pdf","printing","24.3400725084208","11147","6588","369","4844033"
"batch-file","vbscript","24.3298876531988","5198","5439","142","4844033"
"mvvm","xaml","24.3030363973487","7964","15542","621","4844033"
"api","youtube","24.2795960556785","20879","4300","450","4844033"
"get","http","24.2617081206341","4066","16499","336","4844033"
"build","maven","24.0601181402233","5493","12645","345","4844033"
"numpy","python","24.042028298211","5318","179356","4734","4844033"
"c++","stl","24.007922911986","192988","5791","5539","4844033"
"rubygems","ruby-on-rails-3","23.9910214657974","3854","42069","803","4844033"
"uinavigationcontroller","uiview","23.9868539060656","4460","6973","154","4844033"
"api","rest","23.8914400130071","20879","13935","1435","4844033"
"compiler","compiler-errors","23.8724251903035","6562","3989","129","4844033"
